index,plate,state,license_type,tow_eligible_date,total_fines,amount_paid,amount_due,violations,fines_in_judgement,total_fines_post_tow_eligible,amount_paid_post_tow_eligible,amount_due_post_tow_eligible,violations_post_tow_eligible,plate_id,license_plate_issuing_state,license_plate_type,first_action_date,last_action_date
3963979,TGB6035,GA,PAS,2024-02-28,1887.74,100.0,1787.74,23,1787.74,0.0,0.0,0.0,0.0,,,,,
3964011,TGC1162,VA,PAS,2024-11-20,2809.35,0.0,2809.35,36,2734.35,694.61,0.0,694.61,9.0,,,,,
3964014,TGC1185,VA,PAS,2024-12-20,2320.51,167.6,2152.91,30,2152.91,1451.37,0.0,1451.37,19.0,TGC1185,VA,PAS,2025-03-11,2025-03-11
3964019,TGC1303,VA,PAS,2024-12-02,560.9,0.0,560.9,7,560.9,0.0,0.0,0.0,0.0,TGC1303,VA,PAS,2025-08-14,2025-08-14
3964031,TGC1649,VA,PAS,2024-12-08,1340.29,0.0,1340.29,17,1340.29,543.22,0.0,543.22,7.0,,,,,
3964037,TGC1900,VA,PAS,2024-12-03,4371.46,598.0,3773.46,56,3773.46,1692.22,0.0,1692.22,22.0,TGC1900,VA,PAS,2024-12-19,2025-01-30
3964048,TGC5391,TX,PAS,2024-02-01,429.41,0.0,429.41,5,429.41,0.0,0.0,0.0,0.0,,,,,
3964056,TGC5612,VA,PAS,2024-12-13,718.91,0.0,718.91,9,718.91,0.0,0.0,0.0,0.0,,,,,
3964083,TGC7084,GA,PAS,2024-07-01,2069.64,250.46,1819.18,26,1819.18,1129.99,0.0,1129.99,14.0,TGC7084,GA,PAS,2024-07-22,2024-09-16
3964105,TGD1595,VA,PAS,2024-12-06,1434.18,0.0,1434.18,18,1434.18,156.58,0.0,156.58,2.0,,,,,
3964153,TGD7584,VA,PAS,2024-12-05,1274.74,0.0,1274.74,16,1274.74,157.10000000000002,0.0,157.10000000000002,2.0,,,,,
3964189,TGD9841,VA,PAS,2024-12-10,1271.07,0.0,1271.07,16,1271.07,154.37,0.0,154.37,2.0,TGD9841,VA,PAS,2025-01-08,2025-01-08
3964212,TGE3781,VA,PAS,2024-12-19,2449.35,0.0,2449.35,31,2449.35,780.5600000000001,0.0,780.5600000000001,10.0,TGE3781,VA,PAS,2025-02-19,2025-02-21
3964240,TGF2028,GA,PAS,2024-11-12,642.87,199.31,443.56,8,443.56,0.0,0.0,0.0,0.0,TGF2028,GA,PAS,2024-06-11,2024-08-26
3964284,TGG1033,GA,PAS,2024-10-31,1187.69,478.94,708.75,15,558.75,379.96,42.51,337.45000000000005,5.0,TGG1033,GA,PAS,2024-07-03,2025-07-04
3964507,TGK3519,VA,PAS,2024-12-01,4487.91,0.0,4487.91,58,4487.91,3209.92,0.0,3209.92,42.0,,,,,
3964516,TGK3705,VA,PAS,2024-11-18,482.09,0.0,482.09,6,482.09,0.0,0.0,0.0,0.0,,,,,
3964532,TGK4052,VA,PAS,2024-12-12,579.36,0.0,579.36,8,479.36,100.0,0.0,100.0,2.0,,,,,
3964533,TGK4064,VA,PAS,2024-12-30,14018.1,1516.26,12501.84,181,12501.84,8911.86,0.0,8911.86,116.0,TGK4064,VA,PAS,2024-12-04,2025-04-30
3964552,TGK4874,VA,PAS,2024-11-25,401.98,0.0,401.98,5,401.98,0.0,0.0,0.0,0.0,,,,,
3964582,TGK6478,VA,PAS,2024-11-24,481.7,0.0,481.7,6,481.7,0.0,0.0,0.0,0.0,,,,,
3964583,TGK6479,VA,PAS,2024-11-05,564.41,0.0,564.41,7,564.41,0.0,0.0,0.0,0.0,,,,,
3964587,TGK6604,VA,PAS,2024-12-30,715.4,0.0,715.4,9,715.4,0.0,0.0,0.0,0.0,TGK6604,VA,PAS,2025-01-27,2025-01-27
3964608,TGK6949,VA,PAS,2024-12-15,791.09,0.0,791.09,10,791.09,153.98000000000002,0.0,153.98000000000002,2.0,,,,,
3964806,TGN4212,VA,PAS,2024-11-25,711.63,0.0,711.63,9,711.63,309.90999999999997,0.0,309.90999999999997,4.0,,,,,
3964845,TGN5794,TX,PAS,2024-09-30,812.28,0.0,812.28,10,812.28,0.0,0.0,0.0,0.0,,,,,
3964925,TGP8831,GA,PAS,2024-12-24,1726.02,383.78,1342.24,22,1342.24,309.0,0.0,309.0,4.0,,,,,
3964952,TGR1074,GA,PAS,2024-02-05,1031.65,0.0,1031.65,12,1031.65,0.0,0.0,0.0,0.0,,,,,
3964971,TGR3341,VA,PAS,2024-12-04,1424.3,0.0,1424.3,18,1424.3,308.35,0.0,308.35,4.0,,,,,
3965018,TGR6585,VA,PAS,2024-12-27,1182.72,150.26,1032.46,15,1032.46,0.0,0.0,0.0,0.0,TGR6585,VA,PAS,2024-12-05,2024-12-06
3965029,TGR6868,VA,PAS,2024-12-01,403.28,0.0,403.28,5,403.28,0.0,0.0,0.0,0.0,,,,,
3965065,TGS1111,GA,PAS,2024-02-16,514.59,0.0,514.59,6,514.59,0.0,0.0,0.0,0.0,,,,,
3965078,TGS3577,VA,PAS,2024-11-08,1748.89,0.0,1748.89,22,1748.89,306.53,0.0,306.53,4.0,TGS3577,VA,PAS,2025-04-07,2025-04-07
3965107,TGS8220,VA,PAS,2024-10-29,1287.61,0.0,1287.61,16,1287.61,158.66,0.0,158.66,2.0,,,,,
3965241,TGU1388,VA,PAS,2024-12-29,633.86,0.0,633.86,8,633.86,0.0,0.0,0.0,0.0,,,,,
3965303,TGU7009,GA,PAS,2024-05-15,578.98,75.0,503.98,7,503.98,0.0,0.0,0.0,0.0,TGU7009,GA,PAS,2024-06-04,2024-06-04
3965313,TGU7421,VA,PAS,2024-11-10,403.41,2.52,400.89,5,400.89,0.0,0.0,0.0,0.0,TGU7421,VA,PAS,2025-01-16,2025-01-21
3965323,TGU7691,VA,PAS,2024-11-24,1598.3,0.0,1598.3,20,1598.3,0.0,0.0,0.0,0.0,,,,,
3965355,TGU8377,VA,PAS,2024-11-23,1836.55,0.0,1836.55,23,1836.55,156.84,0.0,156.84,2.0,TGU8377,VA,PAS,2025-01-27,2025-01-27
3965390,TGV2066,VA,PAS,2024-12-28,3120.55,0.0,3120.55,40,3045.55,1139.52,0.0,1139.52,15.0,TGV2066,VA,PAS,2025-02-19,2025-07-10
3965432,TGV827,SC,PAS,2024-12-31,1834.15,737.64,1096.51,23,1096.51,534.51,0.0,534.51,7.0,TGV827,SC,PAS,2022-08-11,2023-10-05
3965532,TGX7701,VA,PAS,2024-12-07,2254.33,700.56,1553.77,29,1478.77,376.5,0.0,376.5,5.0,TGX7701,VA,PAS,2025-01-07,2025-02-25
3965534,TGX7703,VA,PAS,2024-11-02,3855.84,602.3100000000001,3253.53,49,3253.53,1089.0,0.0,1089.0,14.0,TGX7703,VA,PAS,2024-10-23,2024-10-25
3965542,TGX7782,VA,PAS,2024-10-27,2342.42,252.84,2089.58,30,2089.58,1467.62,0.0,1467.62,19.0,TGX7782,VA,PAS,2024-11-20,2025-05-29
3965548,TGX7849,VA,PAS,2024-10-22,1372.14,0.0,1372.14,17,1372.14,0.0,0.0,0.0,0.0,,,,,
3965571,TGX8362,VA,PAS,2024-10-28,4773.69,321.77,4451.92,61,4451.92,2509.31,0.0,2509.31,32.0,TGX8362,VA,PAS,2024-10-21,2025-03-19
3965573,TGX8378,VA,PAS,2024-12-12,1404.91,0.0,1404.91,19,929.91,1002.28,0.0,1002.28,14.0,,,,,
3965582,TGX8503,VA,PAS,2024-11-02,1203.6,0.0,1203.6,15,1203.6,79.33,0.0,79.33,1.0,,,,,
3965602,TGX9396,VA,PAS,2024-12-27,874.53,30.18,844.3499999999999,11,844.3499999999999,0.0,0.0,0.0,0.0,TGX9396,VA,PAS,2024-11-21,2025-02-13
3965608,TGY204,SC,PAS,2024-10-07,1125.59,0.0,1125.59,16,1125.59,0.0,0.0,0.0,0.0,,,,,
3965705,TH1425,NC,PAS,2024-06-12,414.11,47.07,367.04,5,367.04,0.0,0.0,0.0,0.0,TH1425,NC,PAS,2023-10-16,2023-10-16
3965737,TH3CREW,NY,SRF,2024-12-26,401.2,0.0,401.2,5,401.2,0.0,0.0,0.0,0.0,,,,,
3965975,THC3102,VA,PAS,2024-09-21,895.64,0.0,895.64,11,895.64,0.0,0.0,0.0,0.0,,,,,
3965994,THC5835,TX,PAS,2024-12-08,559.86,0.0,559.86,7,559.86,0.0,0.0,0.0,0.0,,,,,
3966014,THC8152,NC,PAS,2024-09-25,721.77,78.68,643.09,9,643.09,234.87,0.0,234.87,3.0,,,,,
3966030,THD1674,NC,PAS,2024-01-11,442.02,0.0,442.02,5,442.02,84.78999999999999,0.0,84.79,1.0,THD1674,NC,PAS,2024-07-01,2024-07-01
3966108,THE4530,VA,PAS,2024-10-23,566.88,0.0,566.88,7,566.88,0.0,0.0,0.0,0.0,,,,,
3966112,THE4734,VA,PAS,2024-11-21,786.0699999999999,0.0,786.0699999999999,10,786.0699999999999,235.26,0.0,235.26,3.0,THE4734,VA,PAS,2024-11-19,2025-02-27
3966115,THE4739,VA,PAS,2024-11-23,1041.56,0.0,1041.56,13,1041.56,0.0,0.0,0.0,0.0,,,,,
3966118,THE4748,VA,PAS,2024-12-20,1333.64,40.0,1293.64,17,1293.64,382.09,0.0,382.09,5.0,,,,,
3966120,THE4879,VA,PAS,2024-10-01,569.87,0.0,569.87,7,569.87,0.0,0.0,0.0,0.0,THE4879,VA,PAS,2025-02-20,2025-02-20
3966173,THE9694,VA,PAS,2024-10-27,562.72,0.0,562.72,7,562.72,77.77,0.0,77.77,1.0,,,,,
3966421,THF1892,VA,PAS,2024-12-13,3150.32,0.0,3150.32,40,3150.32,1164.47,0.0,1164.47,15.0,,,,,
3966429,THF3378,TX,PAS,2024-12-13,564.94,115.97,448.97,7,448.97,0.0,0.0,0.0,0.0,THF3378,TX,PAS,2024-10-10,2024-10-10
3966431,THF3526,VA,PAS,2024-10-30,1233.33,0.0,1233.33,16,1233.33,0.0,0.0,0.0,0.0,,,,,
3966432,THF3527,VA,PAS,2024-11-26,1514.03,0.0,1514.03,19,1514.03,78.55,0.0,78.55,1.0,THF3527,VA,PAS,2025-06-17,2025-06-17
3966436,THF3745,VA,PAS,2024-10-01,802.05,95.0,707.05,10,707.05,75.69,0.0,75.69,1.0,,,,,
3966442,THF5986,VA,PAS,2024-10-26,728.27,0.0,728.27,9,728.27,0.0,0.0,0.0,0.0,,,,,
3966458,THF8297,VA,PAS,2024-12-20,948.32,107.11,841.21,12,841.21,232.79,0.0,232.79,3.0,THF8297,VA,PAS,2025-02-19,2025-02-19
3966848,THH2439,VA,PAS,2024-09-30,651.28,0.0,651.28,8,651.28,0.0,0.0,0.0,0.0,,,,,
3966853,THH2734,VA,PAS,2024-11-02,485.73,0.0,485.73,6,485.73,0.0,0.0,0.0,0.0,,,,,
3967019,THJ3259,VA,PAS,2024-10-15,5265.88,2544.36,2721.52,67,2571.52,2145.74,651.62,1494.12,28.0,THJ3259,VA,PAS,2024-10-17,2025-08-14
3967024,THJ3335,VA,PAS,2024-12-29,562.59,0.0,562.59,7,562.59,0.0,0.0,0.0,0.0,,,,,
3967025,THJ3336,VA,PAS,2024-11-22,1750.33,0.0,1750.33,22,1750.33,314.59000000000003,0.0,314.59000000000003,4.0,,,,,
3967026,THJ3338,VA,PAS,2024-12-09,1109.19,0.0,1109.19,14,1109.19,312.38,0.0,312.38,4.0,,,,,
3967115,THK5422,VA,PAS,2024-12-21,400.5499999999999,0.0,400.5499999999999,5,400.5499999999999,0.0,0.0,0.0,0.0,THK5422,VA,PAS,2025-01-27,2025-01-27
3967129,THK6103,VA,PAS,2024-09-17,1954.1,0.0,1954.1,24,1954.1,0.0,0.0,0.0,0.0,,,,,
3967140,THK7924,VA,PAS,2024-09-26,1135.45,0.0,1135.45,14,1135.45,0.0,0.0,0.0,0.0,THK7924,VA,PAS,2024-10-28,2024-10-28
3967161,THK9152,VA,PAS,2024-11-15,1946.98,0.0,1946.98,25,1946.98,1064.73,0.0,1064.73,14.0,THK9152,VA,PAS,2024-12-04,2025-06-24
3967175,THK9476,VA,PAS,2024-11-10,879.78,0.0,879.78,11,879.78,313.16,0.0,313.16,4.0,THK9476,VA,PAS,2025-03-06,2025-03-06
3967181,THK9652,VA,PAS,2024-12-10,956.12,0.0,956.12,12,956.12,0.0,0.0,0.0,0.0,THK9652,VA,PAS,2024-12-10,2024-12-10
3967206,THL1467,VA,PAS,2024-11-06,5516.22,945.06,4571.16,77,4571.16,3417.46,0.0,3417.46,44.0,THL1467,VA,PAS,2024-11-13,2025-02-10
3967211,THL2550,VA,PAS,2024-11-13,5439.03,136.64,5302.39,87,2902.39,4484.45,0.0,4484.45,75.0,THL2550,VA,PAS,2025-01-15,2025-09-11
3967228,THL4690,TX,PAS,2024-06-09,570.7800000000001,0.0,570.7800000000001,31,570.7800000000001,0.0,0.0,0.0,0.0,,,,,
3967266,THL9574,TX,PAS,2024-12-31,560.9,0.0,560.9,7,560.9,0.0,0.0,0.0,0.0,,,,,
3967277,THM3163,VA,PAS,2024-12-08,643.35,0.0,643.35,8,643.35,0.0,0.0,0.0,0.0,THM3163,VA,PAS,2025-01-08,2025-01-08
3967278,THM3164,VA,PAS,2024-09-19,1059.24,0.0,1059.24,13,1059.24,0.0,0.0,0.0,0.0,,,,,
3967287,THM4158,TX,PAS,2024-08-09,747.38,0.0,747.38,9,747.38,76.86,0.0,76.86,1.0,THM4158,TX,PAS,2025-09-11,2025-09-11
3967291,THM4338,NC,PAS,2024-06-29,1983.11,493.7,1489.41,25,1414.41,843.48,15.13,828.35,11.0,THM4338,NC,PAS,2023-07-11,2025-05-22
3967293,THM4660,NC,PAS,2024-01-21,933.21,0.0,933.21,11,933.21,412.64,0.0,412.64,5.0,THM4660,NC,PAS,2024-06-03,2024-06-03
3967402,THN7179,TX,PAS,2024-11-23,804.61,0.0,804.61,10,804.61,0.0,0.0,0.0,0.0,,,,,
3967490,THP7630,VA,PAS,2024-09-04,2020.2,0.0,2020.2,26,2020.2,80.38,0.0,80.38,1.0,THP7630,VA,PAS,2025-02-05,2025-02-05
3967492,THP7685,VA,PAS,2024-11-08,618.31,50.0,568.31,8,568.31,0.0,0.0,0.0,0.0,,,,,
3967500,THP7835,NC,PAS,2024-06-16,754.79,0.0,754.79,9,754.79,0.0,0.0,0.0,0.0,,,,,
3967529,THP8315,VA,PAS,2024-10-27,2111.67,0.0,2111.67,27,2036.67,1304.98,0.0,1304.98,17.0,THP8315,VA,PAS,2025-03-25,2025-03-25
3967532,THP8596,VA,PAS,2024-10-05,1277.75,0.0,1277.75,16,1277.75,709.89,0.0,709.89,9.0,THP8596,VA,PAS,2024-12-02,2025-06-04
3967620,THR3082,TX,PAS,2024-12-28,706.38,226.37,480.01,9,480.01,0.0,0.0,0.0,0.0,THR3082,TX,PAS,2024-02-21,2025-02-11
3967637,THR6955,NC,PAS,2024-08-15,1336.73,309.29,1027.44,17,977.44,125.04,0.0,125.04,2.0,,,,,
3967795,THT2750,VA,PAS,2024-09-18,1365.9,151.51,1214.39,17,1214.39,235.0,75.56,159.44,3.0,,,,,
3967990,THU5680,VA,PAS,2024-10-01,1444.37,150.0,1294.37,19,1294.37,0.0,0.0,0.0,0.0,,,,,
3968031,THV4930,VA,PAS,2024-12-15,640.62,0.0,640.62,8,640.62,0.0,0.0,0.0,0.0,,,,,
3968042,THV5790,VA,PAS,2024-08-31,2737.65,0.0,2737.65,34,2737.65,1109.45,0.0,1109.45,14.0,THV5790,VA,PAS,2024-10-16,2025-08-05
3968044,THV5829,VA,PAS,2024-08-28,410.56,0.0,410.56,5,410.56,0.0,0.0,0.0,0.0,,,,,
3968047,THV5888,VA,PAS,2024-09-18,734.77,0.0,734.77,9,734.77,0.0,0.0,0.0,0.0,,,,,
3968060,THV6096,VA,PAS,2024-12-18,880.17,0.0,880.17,11,880.17,0.0,0.0,0.0,0.0,,,,,
3968079,THV6431,VA,PAS,2024-09-06,1219.2,0.0,1219.2,15,1219.2,0.0,0.0,0.0,0.0,THV6431,VA,PAS,2024-09-24,2024-09-24
3968082,THV6499,VA,PAS,2024-11-30,721.12,0.0,721.12,9,721.12,78.68,0.0,78.68,1.0,,,,,
3968090,THV6639,VA,PAS,2024-11-28,484.58,75.94,408.64,6,408.64,0.0,0.0,0.0,0.0,THV6639,VA,PAS,2024-10-31,2024-10-31
3968091,THV6700,VA,PAS,2024-09-23,488.59,0.0,488.59,6,488.59,0.0,0.0,0.0,0.0,,,,,
3968096,THV7006,VA,PAS,2024-12-25,401.59,0.0,401.59,5,401.59,0.0,0.0,0.0,0.0,THV7006,VA,PAS,2024-11-13,2024-11-13
3968107,THV7534,VA,PAS,2024-12-23,711.51,297.38,414.13,9,414.13,0.0,0.0,0.0,0.0,THV7534,VA,PAS,2024-10-16,2025-03-26
3968111,THV7627,VA,PAS,2024-10-19,1293.55,0.0,1293.55,16,1293.55,0.0,0.0,0.0,0.0,,,,,
3968112,THV7628,VA,PAS,2024-12-25,478.84,0.0,478.84,6,478.84,0.0,0.0,0.0,0.0,,,,,
3968128,THV7936,VA,PAS,2024-11-09,1110.24,30.22,1080.02,14,1080.02,387.81,0.0,387.81,5.0,THV7936,VA,PAS,2024-09-26,2025-03-18
3968168,THW3804,VA,PAS,2024-09-20,408.09,0.0,408.09,5,408.09,0.0,0.0,0.0,0.0,,,,,
3968384,THY1355,VA,PAS,2024-08-25,2450.62,0.0,2450.62,30,2450.62,0.0,0.0,0.0,0.0,,,,,
3968400,THY2230,NC,PAS,2024-05-17,998.37,0.0,998.37,12,998.37,81.41,0.0,81.41,1.0,,,,,
3968599,THZ2813,TX,PAS,2024-09-25,661.94,0.0,661.94,8,661.94,79.59,0.0,79.59,1.0,,,,,
3968637,THZ8487,VA,PAS,2024-11-14,984.33,100.0,884.33,13,884.33,0.0,0.0,0.0,0.0,THZ8487,VA,PAS,2024-12-11,2024-12-11
3968649,THZ9340,VA,PAS,2024-09-11,651.9300000000001,0.0,651.9300000000001,8,651.9300000000001,0.0,0.0,0.0,0.0,,,,,
3969030,TJ7D9F,MO,PAS,2024-03-07,596.26,0.0,596.26,7,596.26,0.0,0.0,0.0,0.0,,,,,
3969051,TJA1456,VA,PAS,2024-11-15,638.13,154.35,483.78,8,483.78,0.0,0.0,0.0,0.0,TJA1456,VA,PAS,2024-10-16,2024-10-17
3969053,TJA1458,VA,PAS,2024-09-27,1859.21,596.14,1263.07,24,988.07,584.0,0.0,584.0,8.0,TJA1458,VA,PAS,2024-09-25,2025-02-04
3969054,TJA1459,VA,PAS,2024-10-26,972.99,251.43,721.56,12,721.56,0.0,0.0,0.0,0.0,TJA1459,VA,PAS,2024-09-25,2024-09-25
3969059,TJA1546,VA,PAS,2024-11-06,724.11,0.0,724.11,9,724.11,79.2,0.0,79.2,1.0,,,,,
3969060,TJA1549,VA,PAS,2024-09-14,2439.33,91.63,2347.7,31,2347.7,1549.03,0.0,1549.03,20.0,TJA1549,VA,PAS,2024-11-06,2024-11-06
3969070,TJA1738,VA,PAS,2024-11-18,1091.03,112.41,978.62,14,978.62,609.77,0.0,609.77,8.0,TJA1738,VA,PAS,2024-09-23,2024-11-26
3969082,TJA2132,VA,PAS,2024-12-16,2768.95,983.13,1785.82,38,1785.82,688.29,15.2,673.0899999999999,9.0,TJA2132,VA,PAS,2025-02-13,2025-05-14
3969085,TJA2217,VA,PAS,2024-08-25,814.46,0.0,814.46,10,814.46,78.56,0.0,78.56,1.0,TJA2217,VA,PAS,2025-03-12,2025-03-12
3969087,TJA2219,VA,PAS,2024-08-02,2247.91,493.32,1754.59,28,1754.59,636.6,30.13,606.47,8.0,TJA2219,VA,PAS,2024-09-11,2024-11-25
3969088,TJA2220,VA,PAS,2024-11-16,480.96,75.34,405.62,6,405.62,0.0,0.0,0.0,0.0,TJA2220,VA,PAS,2024-11-07,2024-11-07
3969108,TJA2670,VA,PAS,2024-09-27,1130.12,0.0,1130.12,14,1130.12,316.15,0.0,316.15,4.0,TJA2670,VA,PAS,2025-03-06,2025-03-06
3969114,TJA3195,VA,PAS,2024-08-29,487.94,0.0,487.94,6,487.94,0.0,0.0,0.0,0.0,TJA3195,VA,PAS,2025-08-27,2025-08-27
3969131,TJA4880,VA,PAS,2024-10-21,648.99,0.0,648.99,8,648.99,0.0,0.0,0.0,0.0,TJA4880,VA,PAS,2024-11-13,2024-11-15
3969135,TJA5286,VA,PAS,2024-11-08,4179.56,165.63,4013.93,53,4013.93,2349.35,0.0,2349.35,30.0,TJA5286,VA,PAS,2024-11-26,2024-11-26
3969147,TJA6602,VA,PAS,2024-10-30,2211.2000000000003,625.47,1585.73,29,1535.73,1014.38,135.56,878.82,14.0,TJA6602,VA,PAS,2024-10-30,2025-07-03
3969157,TJA6946,VA,PAS,2024-09-18,490.02,0.0,490.02,6,490.02,0.0,0.0,0.0,0.0,,,,,
3969168,TJA7553,VA,PAS,2024-11-17,561.68,157.1,404.58,7,404.58,0.0,0.0,0.0,0.0,,,,,
3969230,TJB486,SC,PAS,2024-07-24,3303.87,860.52,2443.35,42,2443.35,1862.69,0.0,1862.69,24.0,TJB486,SC,PAS,2022-12-08,2023-10-18
3969255,TJB8564,NC,PAS,2024-07-23,512.54,86.48,426.06,6,351.06,75.0,0.0,75.0,1.0,TJB8564,NC,PAS,2025-07-17,2025-07-17
3969270,TJC1889,VA,PAS,2024-09-11,2497.97,0.0,2497.97,31,2497.97,1119.59,0.0,1119.59,14.0,,,,,
3969286,TJC3009,VA,PAS,2024-12-25,2495.56,534.76,1960.8,32,1960.8,1229.98,90.49,1139.49,16.0,TJC3009,VA,PAS,2025-03-18,2025-05-13
3969291,TJC3117,VA,PAS,2024-10-24,485.6,0.0,485.6,6,485.6,0.0,0.0,0.0,0.0,,,,,
3969294,TJC3261,VA,PAS,2024-10-11,1421.96,0.0,1421.96,18,1421.96,612.15,0.0,612.15,8.0,TJC3261,VA,PAS,2025-07-07,2025-07-07
3969296,TJC3263,VA,PAS,2024-10-03,3127.5,578.27,2549.23,42,1799.23,1527.39,107.5,1419.89,22.0,TJC3263,VA,PAS,2024-11-12,2025-05-13
3969411,TJE1020,VA,PAS,2024-11-29,1680.49,0.0,1680.49,21,1680.49,0.0,0.0,0.0,0.0,,,,,
3969582,TJG1720,VA,PAS,2024-09-18,490.15,0.0,490.15,6,490.15,0.0,0.0,0.0,0.0,,,,,
3969588,TJG2138,VA,PAS,2024-12-23,1227.78,352.28999999999996,875.49,17,875.49,0.0,0.0,0.0,0.0,,,,,
3969590,TJG2673,TX,PAS,2024-08-23,1143.14,30.15,1112.99,14,1112.99,80.11,0.0,80.11,1.0,TJG2673,TX,PAS,2024-02-14,2024-02-14
3969602,TJG4486,VA,PAS,2024-10-01,2498.77,0.0,2498.77,32,2498.77,1850.14,0.0,1850.14,24.0,TJG4486,VA,PAS,2024-10-24,2025-04-03
3969614,TJG6838,VA,PAS,2024-08-16,1146.76,0.0,1146.76,14,1146.76,0.0,0.0,0.0,0.0,,,,,
3969621,TJH0672,TX,PAS,2024-05-18,501.46,91.92,409.54,6,409.54,0.0,0.0,0.0,0.0,TJH0672,TX,PAS,2024-06-20,2024-06-20
3969802,TJH4104,TX,PAS,2024-03-29,912.04,0.0,912.04,11,912.04,399.8200000000001,0.0,399.82,5.0,,,,,
3969813,TJH5672,NC,PAS,2024-08-28,697.46,200.81,496.65,9,496.65,0.0,0.0,0.0,0.0,TJH5672,NC,PAS,2022-04-06,2023-05-31
3969818,TJH5980,VA,PAS,2024-10-14,2082.86,0.0,2082.86,26,2082.86,789.66,0.0,789.66,10.0,,,,,
3969860,TJH7253,VA,PAS,2024-11-01,567.79,0.0,567.79,7,567.79,0.0,0.0,0.0,0.0,,,,,
3969866,TJH7304,VA,PAS,2024-08-23,1930.51,211.36,1719.15,24,1719.15,477.41,0.0,477.41,6.0,TJH7304,VA,PAS,2024-09-30,2024-12-02
3969868,TJH7324,VA,PAS,2024-12-26,403.54,0.0,403.54,5,403.54,0.0,0.0,0.0,0.0,,,,,
3969871,TJH7438,VA,PAS,2024-08-23,970.74,121.03,849.71,12,849.71,80.11,0.0,80.11,1.0,TJH7438,VA,PAS,2024-09-24,2024-09-24
3969873,TJH7486,VA,PAS,2024-10-15,1282.41,225.0,1057.41,16,1057.41,315.11,0.0,315.11,4.0,TJH7486,VA,PAS,2025-01-14,2025-01-14
3969878,TJH7632,VA,PAS,2024-09-10,1942.66,0.0,1942.66,24,1942.66,320.05,0.0,320.05,4.0,TJH7632,VA,PAS,2024-09-30,2024-09-30
3969885,TJH7768,VA,PAS,2024-12-20,708.37,228.1,480.27,9,480.27,0.0,0.0,0.0,0.0,TJH7768,VA,PAS,2024-11-18,2024-11-18
3969889,TJH7919,VA,PAS,2024-10-20,648.94,0.0,648.94,8,648.94,0.0,0.0,0.0,0.0,,,,,
3969896,TJH8101,VA,PAS,2024-08-10,984.07,0.0,984.07,12,984.07,0.0,0.0,0.0,0.0,,,,,
3969968,TJJ1939,NC,PAS,2024-08-13,918.34,503.75,414.59,12,414.59,0.0,0.0,0.0,0.0,,,,,
3970000,TJJ5328,TX,PAS,2024-01-26,935.03,0.0,935.03,11,935.03,416.41,0.0,416.41,5.0,,,,,
3970076,TJJ8128,TX,PAS,2024-04-06,990.54,221.51,769.03,12,769.03,0.0,0.0,0.0,0.0,,,,,
3970141,TJK0889,TX,PAS,2024-10-08,414.2,0.0,414.2,5,414.2,0.0,0.0,0.0,0.0,,,,,
3970249,TJL4284,VA,PAS,2024-09-28,1498.76,0.0,1498.76,20,1023.76,1090.8,0.0,1090.8,15.0,,,,,
3970260,TJL6060,VA,PAS,2024-07-04,4860.91,0.0,4860.91,59,4860.91,0.0,0.0,0.0,0.0,,,,,
3970279,TJL6563,VA,PAS,2024-09-04,972.21,45.26,926.95,12,926.95,77.64,0.0,77.64,1.0,TJL6563,VA,PAS,2024-08-19,2025-01-09
3970288,TJL6721,VA,PAS,2024-11-30,562.98,0.0,562.98,7,562.98,0.0,0.0,0.0,0.0,TJL6721,VA,PAS,2024-12-05,2025-03-24
3970298,TJL6903,VA,PAS,2024-08-11,738.24,0.0,738.24,9,738.24,0.0,0.0,0.0,0.0,TJL6903,VA,PAS,2025-01-22,2025-01-24
3970311,TJL7170,VA,PAS,2024-11-20,564.42,45.39,519.03,7,519.03,0.0,0.0,0.0,0.0,TJL7170,VA,PAS,2024-09-26,2024-09-26
3970351,TJM4097,VA,PAS,2024-11-10,1043.91,30.36,1013.55,13,1013.55,0.0,0.0,0.0,0.0,TJM4097,VA,PAS,2024-10-10,2024-10-10
3970368,TJM6647,VA,PAS,2024-10-14,405.23,0.0,405.23,5,405.23,0.0,0.0,0.0,0.0,,,,,
3970375,TJM7417,VA,PAS,2024-09-17,1463.17,0.0,1463.17,18,1463.17,0.0,0.0,0.0,0.0,,,,,
3970386,TJM9000,VA,PAS,2024-12-25,899.02,100.0,799.02,12,799.02,0.0,0.0,0.0,0.0,TJM9000,VA,PAS,2025-07-15,2025-07-15
3970394,TJM9608,VA,PAS,2024-07-26,824.5,0.0,824.5,10,824.5,0.0,0.0,0.0,0.0,,,,,
3970397,TJM9815,VA,PAS,2024-09-21,1139.2,0.0,1139.2,14,1139.2,0.0,0.0,0.0,0.0,TJM9815,VA,PAS,2024-10-16,2024-10-16
3970539,TJP5905,TX,PAS,2024-01-16,1349.26,182.32,1166.94,16,1166.94,252.29,0.0,252.29,3.0,TJP5905,TX,PAS,2024-03-21,2024-09-17
3970548,TJP7026,VA,PAS,2024-08-02,414.07,0.0,414.07,6,414.07,0.0,0.0,0.0,0.0,,,,,
3970559,TJP7488,VA,PAS,2024-08-11,656.61,0.0,656.61,8,656.61,0.0,0.0,0.0,0.0,,,,,
